name,year,runs,runsaginst
"San Francisco Giants",1992,574,647
"St. Louis Cardinals",1992,631,604
"Texas Rangers",1992,682,753
"Toronto Blue Jays",1992,780,682
"Atlanta Braves",1993,767,559
"Baltimore Orioles",1993,786,745
"Boston Red Sox",1993,686,698
"California Angels",1993,684,770
"Chicago White Sox",1993,776,664
"Chicago Cubs",1993,738,739
"Cincinnati Reds",1993,722,785
"Cleveland Indians",1993,790,813
"Colorado Rockies",1993,758,967
"Detroit Tigers",1993,899,837
"Florida Marlins",1993,581,724
"Houston Astros",1993,716,630
"Kansas City Royals",1993,675,694
"Los Angeles Dodgers",1993,675,662
"Minnesota Twins",1993,693,830
"Milwaukee Brewers",1993,733,792
"Montreal Expos",1993,732,682
"New York Yankees",1993,821,761
"New York Mets",1993,672,744
"Oakland Athletics",1993,715,846
"Philadelphia Phillies",1993,877,740
"Pittsburgh Pirates",1993,707,806
"San Diego Padres",1993,679,772
"Seattle Mariners",1993,734,731
"San Francisco Giants",1993,808,636
"St. Louis Cardinals",1993,758,744
"Texas Rangers",1993,835,751
"Toronto Blue Jays",1993,847,742
"Atlanta Braves",1994,542,448
"Baltimore Orioles",1994,589,497
"Boston Red Sox",1994,552,621
"California Angels",1994,543,660
"Chicago White Sox",1994,633,498
"Chicago Cubs",1994,500,549
"Cincinnati Reds",1994,609,490
"Cleveland Indians",1994,679,562
"Colorado Rockies",1994,573,638
"Detroit Tigers",1994,652,671
"Florida Marlins",1994,468,576
"Houston Astros",1994,602,503
"Kansas City Royals",1994,574,532
"Los Angeles Dodgers",1994,532,509
"Minnesota Twins",1994,594,688
"Milwaukee Brewers",1994,547,586
"Montreal Expos",1994,585,454
"New York Yankees",1994,670,534
"New York Mets",1994,506,526
"Oakland Athletics",1994,549,589
"Philadelphia Phillies",1994,521,497
"Pittsburgh Pirates",1994,466,580
"San Diego Padres",1994,479,531
"Seattle Mariners",1994,569,616
"San Francisco Giants",1994,504,500
"St. Louis Cardinals",1994,535,621
"Texas Rangers",1994,613,697
"Toronto Blue Jays",1994,566,579
"Atlanta Braves",1995,645,540
"Baltimore Orioles",1995,704,640
"Boston Red Sox",1995,791,698
"California Angels",1995,801,697
"Chicago White Sox",1995,755,758
"Chicago Cubs",1995,693,671
"Cincinnati Reds",1995,747,623
"Cleveland Indians",1995,840,607
"Colorado Rockies",1995,785,783
"Detroit Tigers",1995,654,844
"Florida Marlins",1995,673,673
"Houston Astros",1995,747,674
"Kansas City Royals",1995,629,691
"Los Angeles Dodgers",1995,634,609
"Minnesota Twins",1995,703,889
"Milwaukee Brewers",1995,740,747
"Montreal Expos",1995,621,638
"New York Yankees",1995,749,688
"New York Mets",1995,657,618
"Oakland Athletics",1995,730,761
"Philadelphia Phillies",1995,615,658
"Pittsburgh Pirates",1995,629,736
"San Diego Padres",1995,668,672
"Seattle Mariners",1995,796,708
"San Francisco Giants",1995,652,776
"St. Louis Cardinals",1995,563,658
"Texas Rangers",1995,691,720
"Toronto Blue Jays",1995,642,777
"Atlanta Braves",1996,773,648
"Baltimore Orioles",1996,949,903
"Boston Red Sox",1996,928,921
"California Angels",1996,762,943
"Chicago White Sox",1996,898,794
"Chicago Cubs",1996,772,771
"Cincinnati Reds",1996,778,773
"Cleveland Indians",1996,952,769
"Colorado Rockies",1996,961,964
"Detroit Tigers",1996,783,1103
"Florida Marlins",1996,688,703
"Houston Astros",1996,753,792
"Kansas City Royals",1996,746,786
"Los Angeles Dodgers",1996,703,652
"Minnesota Twins",1996,877,900
"Milwaukee Brewers",1996,894,899
"Montreal Expos",1996,741,668
"New York Yankees",1996,871,787
"New York Mets",1996,746,779
"Oakland Athletics",1996,861,900
"Philadelphia Phillies",1996,650,790
"Pittsburgh Pirates",1996,776,833
"San Diego Padres",1996,771,682
"Seattle Mariners",1996,993,895
"San Francisco Giants",1996,752,862
"St. Louis Cardinals",1996,759,706
"Texas Rangers",1996,928,799
"Toronto Blue Jays",1996,766,809
"Anaheim Angels",1997,829,794
"Atlanta Braves",1997,791,581
"Baltimore Orioles",1997,812,681
"Boston Red Sox",1997,851,857
"Chicago White Sox",1997,779,833
"Chicago Cubs",1997,687,759
"Cincinnati Reds",1997,651,764
"Cleveland Indians",1997,868,815
"Colorado Rockies",1997,923,908
"Detroit Tigers",1997,784,790
"Florida Marlins",1997,740,669
"Houston Astros",1997,777,660
"Kansas City Royals",1997,747,820
"Los Angeles Dodgers",1997,742,645
"Minnesota Twins",1997,772,861
"Milwaukee Brewers",1997,681,742
"Montreal Expos",1997,691,740
"New York Yankees",1997,891,688
"New York Mets",1997,777,709
"Oakland Athletics",1997,764,946
"Philadelphia Phillies",1997,668,840
"Pittsburgh Pirates",1997,725,760
"San Diego Padres",1997,795,891
"Seattle Mariners",1997,925,833
"San Francisco Giants",1997,784,793
"St. Louis Cardinals",1997,689,708
"Texas Rangers",1997,807,823
"Toronto Blue Jays",1997,654,694
"Anaheim Angels",1998,787,783
"Arizona Diamondbacks",1998,665,812
"Atlanta Braves",1998,826,581
"Baltimore Orioles",1998,817,785
"Boston Red Sox",1998,876,729
"Chicago White Sox",1998,861,931
"Chicago Cubs",1998,831,792
"Cincinnati Reds",1998,750,760
"Cleveland Indians",1998,850,779
"Colorado Rockies",1998,826,855
"Detroit Tigers",1998,722,863
"Florida Marlins",1998,667,923
"Houston Astros",1998,874,620
"Kansas City Royals",1998,714,899
"Los Angeles Dodgers",1998,669,678
"Milwaukee Brewers",1998,707,812
"Minnesota Twins",1998,734,818
"Montreal Expos",1998,644,783
"New York Yankees",1998,965,656
"New York Mets",1998,706,645
"Oakland Athletics",1998,804,866
"Philadelphia Phillies",1998,713,808
"Pittsburgh Pirates",1998,650,718
"San Diego Padres",1998,749,635
"Seattle Mariners",1998,859,855
"San Francisco Giants",1998,845,739
"St. Louis Cardinals",1998,810,782
"Tampa Bay Devil Rays",1998,620,751
"Texas Rangers",1998,940,871
"Toronto Blue Jays",1998,816,768
"Anaheim Angels",1999,711,826
"Arizona Diamondbacks",1999,908,676
"Atlanta Braves",1999,840,661
"Baltimore Orioles",1999,851,815
"Boston Red Sox",1999,836,718
"Chicago White Sox",1999,777,870
"Chicago Cubs",1999,747,920
"Cincinnati Reds",1999,865,711
"Cleveland Indians",1999,1009,860
"Colorado Rockies",1999,906,1028
"Detroit Tigers",1999,747,882
"Florida Marlins",1999,691,852
"Houston Astros",1999,823,675
"Kansas City Royals",1999,856,921
"Los Angeles Dodgers",1999,793,787
"Milwaukee Brewers",1999,815,886
"Minnesota Twins",1999,686,845
"Montreal Expos",1999,718,853
"New York Yankees",1999,900,731
"New York Mets",1999,853,711
"Oakland Athletics",1999,893,846
"Philadelphia Phillies",1999,841,846
"Pittsburgh Pirates",1999,775,782
"San Diego Padres",1999,710,781
"Seattle Mariners",1999,859,905
"San Francisco Giants",1999,872,831
"St. Louis Cardinals",1999,809,838
"Tampa Bay Devil Rays",1999,772,913
"Texas Rangers",1999,945,859
"Toronto Blue Jays",1999,883,862
"Anaheim Angels",2000,864,869
"Arizona Diamondbacks",2000,792,754
"Atlanta Braves",2000,810,714
"Baltimore Orioles",2000,794,913
"Boston Red Sox",2000,792,745
"Chicago White Sox",2000,978,839
"Chicago Cubs",2000,764,904
"Cincinnati Reds",2000,825,765
"Cleveland Indians",2000,950,816
"Colorado Rockies",2000,968,897
"Detroit Tigers",2000,823,827
"Florida Marlins",2000,731,797
"Houston Astros",2000,938,944
"Kansas City Royals",2000,879,930
"Los Angeles Dodgers",2000,798,729
"Milwaukee Brewers",2000,740,826
"Minnesota Twins",2000,748,880
"Montreal Expos",2000,738,902
"New York Yankees",2000,871,814
"New York Mets",2000,807,738
"Oakland Athletics",2000,947,813
"Philadelphia Phillies",2000,708,830
"Pittsburgh Pirates",2000,793,888
"San Diego Padres",2000,752,815
"Seattle Mariners",2000,907,780
"San Francisco Giants",2000,925,747
"St. Louis Cardinals",2000,887,771
"Tampa Bay Devil Rays",2000,733,842
"Texas Rangers",2000,848,974
"Toronto Blue Jays",2000,861,908
"Anaheim Angels",2001,691,730
"Arizona Diamondbacks",2001,818,677
"Atlanta Braves",2001,729,643
"Baltimore Orioles",2001,687,829
"Boston Red Sox",2001,772,745
"Chicago White Sox",2001,798,795
"Chicago Cubs",2001,777,701
"Cincinnati Reds",2001,735,850
"Cleveland Indians",2001,897,821
"Colorado Rockies",2001,923,906
"Detroit Tigers",2001,724,876
"Florida Marlins",2001,742,744
"Houston Astros",2001,847,769
"Kansas City Royals",2001,729,858
"Los Angeles Dodgers",2001,758,744
"Milwaukee Brewers",2001,740,806
"Minnesota Twins",2001,771,766
"Montreal Expos",2001,670,812
"New York Yankees",2001,804,713
"New York Mets",2001,642,713
"Oakland Athletics",2001,884,645
"Philadelphia Phillies",2001,746,719
"Pittsburgh Pirates",2001,657,858
"San Diego Padres",2001,789,812
"Seattle Mariners",2001,927,627
"San Francisco Giants",2001,799,748
"St. Louis Cardinals",2001,814,684
"Tampa Bay Devil Rays",2001,672,887
"Texas Rangers",2001,890,968
"Toronto Blue Jays",2001,767,753
"Anaheim Angels",2002,851,644
"Arizona Diamondbacks",2002,819,674
"Atlanta Braves",2002,708,565
"Baltimore Orioles",2002,667,773
"Boston Red Sox",2002,859,665
"Chicago White Sox",2002,856,798
"Chicago Cubs",2002,706,759
"Cincinnati Reds",2002,709,774
"Cleveland Indians",2002,739,837
"Colorado Rockies",2002,778,898
"Detroit Tigers",2002,575,864
"Florida Marlins",2002,699,763
"Houston Astros",2002,749,695
"Kansas City Royals",2002,737,891
"Los Angeles Dodgers",2002,713,643
"Milwaukee Brewers",2002,627,821
"Minnesota Twins",2002,768,712
"Montreal Expos",2002,735,718
"New York Yankees",2002,897,697
"New York Mets",2002,690,703
"Oakland Athletics",2002,800,654
"Philadelphia Phillies",2002,710,724
"Pittsburgh Pirates",2002,641,730
"San Diego Padres",2002,662,815
"Seattle Mariners",2002,814,699
"San Francisco Giants",2002,783,616
"St. Louis Cardinals",2002,787,648
"Tampa Bay Devil Rays",2002,673,918
"Texas Rangers",2002,843,882
"Toronto Blue Jays",2002,813,828
"Anaheim Angels",2003,736,743
"Arizona Diamondbacks",2003,717,685
"Atlanta Braves",2003,907,740
"Baltimore Orioles",2003,743,820
"Boston Red Sox",2003,961,809
"Chicago White Sox",2003,791,715
"Chicago Cubs",2003,724,683
"Cincinnati Reds",2003,694,886
"Cleveland Indians",2003,699,778
"Colorado Rockies",2003,853,892
"Detroit Tigers",2003,591,928
"Florida Marlins",2003,751,692
"Houston Astros",2003,805,677
"Kansas City Royals",2003,836,867
"Los Angeles Dodgers",2003,574,556
"Milwaukee Brewers",2003,714,873
"Minnesota Twins",2003,801,758
"Montreal Expos",2003,711,716
"New York Yankees",2003,877,716
"New York Mets",2003,642,754
"Oakland Athletics",2003,768,643
"Philadelphia Phillies",2003,791,697
"Pittsburgh Pirates",2003,753,801
"San Diego Padres",2003,678,831
"Seattle Mariners",2003,795,637
"San Francisco Giants",2003,755,638
"St. Louis Cardinals",2003,876,796
"Tampa Bay Devil Rays",2003,715,852
"Texas Rangers",2003,826,969
"Toronto Blue Jays",2003,894,826
"Anaheim Angels",2004,836,734
"Arizona Diamondbacks",2004,615,899
"Atlanta Braves",2004,803,668
"Baltimore Orioles",2004,842,830
"Boston Red Sox",2004,949,768
"Chicago White Sox",2004,865,831
"Chicago Cubs",2004,789,665
"Cincinnati Reds",2004,750,907
"Cleveland Indians",2004,858,857
"Colorado Rockies",2004,833,923
"Detroit Tigers",2004,827,844
"Florida Marlins",2004,718,700
"Houston Astros",2004,803,698
"Kansas City Royals",2004,720,905
"Los Angeles Dodgers",2004,761,684
"Milwaukee Brewers",2004,634,757
"Minnesota Twins",2004,780,715
"Montreal Expos",2004,635,769
"New York Yankees",2004,897,808
"New York Mets",2004,684,731
"Oakland Athletics",2004,793,742
"Philadelphia Phillies",2004,840,781
"Pittsburgh Pirates",2004,680,744
"San Diego Padres",2004,768,705
"Seattle Mariners",2004,698,823
"San Francisco Giants",2004,850,770
"St. Louis Cardinals",2004,855,659
"Tampa Bay Devil Rays",2004,714,842
"Texas Rangers",2004,860,794
"Toronto Blue Jays",2004,719,823
"Arizona Diamondbacks",2005,696,856
"Atlanta Braves",2005,769,674
"Baltimore Orioles",2005,729,800
"Boston Red Sox",2005,910,805
"Chicago White Sox",2005,741,645
"Chicago Cubs",2005,703,714
"Cincinnati Reds",2005,820,889
"Cleveland Indians",2005,790,642
"Colorado Rockies",2005,740,862
"Detroit Tigers",2005,723,787
"Florida Marlins",2005,717,732
"Houston Astros",2005,693,609
"Kansas City Royals",2005,701,935
"Los Angeles Angels of Anaheim",2005,761,643
"Los Angeles Dodgers",2005,685,755
"Milwaukee Brewers",2005,726,697
"Minnesota Twins",2005,688,662
"New York Yankees",2005,886,789
"New York Mets",2005,722,648
"Oakland Athletics",2005,772,658
"Philadelphia Phillies",2005,807,726
"Pittsburgh Pirates",2005,680,769
"San Diego Padres",2005,684,726
"Seattle Mariners",2005,699,751
"San Francisco Giants",2005,649,745
"St. Louis Cardinals",2005,805,634
"Tampa Bay Devil Rays",2005,750,936
"Texas Rangers",2005,865,858
"Toronto Blue Jays",2005,775,705
"Washington Nationals",2005,639,673
"Arizona Diamondbacks",2006,773,788
"Atlanta Braves",2006,849,805
"Baltimore Orioles",2006,768,899
"Boston Red Sox",2006,820,825
"Chicago White Sox",2006,868,794
"Chicago Cubs",2006,716,834
"Cincinnati Reds",2006,749,801
"Cleveland Indians",2006,870,782
"Colorado Rockies",2006,813,812
"Detroit Tigers",2006,822,675
"Florida Marlins",2006,758,772
"Houston Astros",2006,735,719
"Kansas City Royals",2006,757,971
"Los Angeles Angels of Anaheim",2006,766,732
"Los Angeles Dodgers",2006,820,751
"Milwaukee Brewers",2006,730,833
"Minnesota Twins",2006,801,683
"New York Yankees",2006,930,767
"New York Mets",2006,834,731
"Oakland Athletics",2006,771,727
"Philadelphia Phillies",2006,865,812
"Pittsburgh Pirates",2006,691,797
"San Diego Padres",2006,731,679
"Seattle Mariners",2006,756,792
"San Francisco Giants",2006,746,790
"St. Louis Cardinals",2006,781,762
"Tampa Bay Devil Rays",2006,689,856
"Texas Rangers",2006,835,784
"Toronto Blue Jays",2006,809,754
"Washington Nationals",2006,746,872
"Arizona Diamondbacks",2007,712,732
"Atlanta Braves",2007,810,733
"Baltimore Orioles",2007,756,868
"Boston Red Sox",2007,867,657
"Chicago White Sox",2007,693,839
"Chicago Cubs",2007,752,690
"Cincinnati Reds",2007,783,853
"Cleveland Indians",2007,811,704
"Colorado Rockies",2007,860,758
"Detroit Tigers",2007,887,797
"Florida Marlins",2007,790,891
"Houston Astros",2007,723,813
"Kansas City Royals",2007,706,778
"Los Angeles Angels of Anaheim",2007,822,731
"Los Angeles Dodgers",2007,735,727
"Milwaukee Brewers",2007,801,776
"Minnesota Twins",2007,718,725
"New York Yankees",2007,968,777
"New York Mets",2007,804,750
"Oakland Athletics",2007,741,758
"Philadelphia Phillies",2007,892,821
"Pittsburgh Pirates",2007,724,846
"San Diego Padres",2007,741,666
"Seattle Mariners",2007,794,813
"San Francisco Giants",2007,683,720
"St. Louis Cardinals",2007,725,829
"Tampa Bay Devil Rays",2007,782,944
"Texas Rangers",2007,816,844
"Toronto Blue Jays",2007,753,699
"Washington Nationals",2007,673,783
"Arizona Diamondbacks",2008,720,706
"Atlanta Braves",2008,753,778
"Baltimore Orioles",2008,782,869
"Boston Red Sox",2008,845,694
"Chicago White Sox",2008,811,729
"Chicago Cubs",2008,855,671
"Cincinnati Reds",2008,704,800
"Cleveland Indians",2008,805,761
"Colorado Rockies",2008,747,822
"Detroit Tigers",2008,821,857
"Florida Marlins",2008,770,767
"Houston Astros",2008,712,743
"Kansas City Royals",2008,691,781
"Los Angeles Angels of Anaheim",2008,765,697
"Los Angeles Dodgers",2008,700,648
"Milwaukee Brewers",2008,750,689
"Minnesota Twins",2008,829,745
"New York Yankees",2008,789,727
"New York Mets",2008,799,715
"Oakland Athletics",2008,646,690
"Philadelphia Phillies",2008,799,680
"Pittsburgh Pirates",2008,735,884
"San Diego Padres",2008,637,764
"Seattle Mariners",2008,671,811
"San Francisco Giants",2008,640,759
"St. Louis Cardinals",2008,779,725
"Tampa Bay Rays",2008,774,671
"Texas Rangers",2008,901,967
"Toronto Blue Jays",2008,714,610
"Washington Nationals",2008,641,825
"Arizona Diamondbacks",2009,720,782
"Atlanta Braves",2009,735,641
"Baltimore Orioles",2009,741,876
"Boston Red Sox",2009,872,736
"Chicago White Sox",2009,724,732
"Chicago Cubs",2009,707,672
"Cincinnati Reds",2009,673,723
"Cleveland Indians",2009,773,865
"Colorado Rockies",2009,804,715
"Detroit Tigers",2009,743,745
"Florida Marlins",2009,772,766
"Houston Astros",2009,643,770
"Kansas City Royals",2009,686,842
"Los Angeles Angels of Anaheim",2009,883,761
"Los Angeles Dodgers",2009,780,611
"Milwaukee Brewers",2009,785,818
"Minnesota Twins",2009,817,765
"New York Yankees",2009,915,753
"New York Mets",2009,671,757
"Oakland Athletics",2009,759,761
"Philadelphia Phillies",2009,820,709
"Pittsburgh Pirates",2009,636,768
"San Diego Padres",2009,638,769
"Seattle Mariners",2009,640,692
"San Francisco Giants",2009,657,611
"St. Louis Cardinals",2009,730,640
"Tampa Bay Rays",2009,803,754
"Texas Rangers",2009,784,740
"Toronto Blue Jays",2009,798,771
"Washington Nationals",2009,710,874
"Arizona Diamondbacks",2010,713,836
"Atlanta Braves",2010,738,629
"Baltimore Orioles",2010,613,785
"Boston Red Sox",2010,818,744
"Chicago White Sox",2010,752,704
"Chicago Cubs",2010,685,767
"Cincinnati Reds",2010,790,685
"Cleveland Indians",2010,646,752
"Colorado Rockies",2010,770,717
"Detroit Tigers",2010,751,743
"Florida Marlins",2010,719,717
"Houston Astros",2010,611,729
"Kansas City Royals",2010,676,845
"Los Angeles Angels of Anaheim",2010,681,702
"Los Angeles Dodgers",2010,667,692
"Milwaukee Brewers",2010,750,804
"Minnesota Twins",2010,781,671
"New York Yankees",2010,859,693
"New York Mets",2010,656,652
"Oakland Athletics",2010,663,626
"Philadelphia Phillies",2010,772,640
"Pittsburgh Pirates",2010,587,866
"San Diego Padres",2010,665,581
"Seattle Mariners",2010,513,698
"San Francisco Giants",2010,697,583
"St. Louis Cardinals",2010,736,641
"Tampa Bay Rays",2010,802,649
"Texas Rangers",2010,787,687
"Toronto Blue Jays",2010,755,728
"Washington Nationals",2010,655,742
"Arizona Diamondbacks",2011,731,662
"Atlanta Braves",2011,641,605
"Baltimore Orioles",2011,708,860
"Boston Red Sox",2011,875,737
"Chicago White Sox",2011,654,706
"Chicago Cubs",2011,654,756
"Cincinnati Reds",2011,735,720
"Cleveland Indians",2011,704,760
"Colorado Rockies",2011,735,774
"Detroit Tigers",2011,787,711
"Florida Marlins",2011,625,702
"Houston Astros",2011,615,796
"Kansas City Royals",2011,730,762
"Los Angeles Angels of Anaheim",2011,667,633
"Los Angeles Dodgers",2011,644,612
"Milwaukee Brewers",2011,721,638
"Minnesota Twins",2011,619,804
"New York Yankees",2011,867,657
"New York Mets",2011,718,742
"Oakland Athletics",2011,645,679
"Philadelphia Phillies",2011,713,529
"Pittsburgh Pirates",2011,610,712
"San Diego Padres",2011,593,611
"Seattle Mariners",2011,556,675
"San Francisco Giants",2011,570,578
"St. Louis Cardinals",2011,762,692
"Tampa Bay Rays",2011,707,614
"Texas Rangers",2011,855,677
"Toronto Blue Jays",2011,743,761
"Washington Nationals",2011,624,643
"Arizona Diamondbacks",2012,734,688
"Atlanta Braves",2012,700,600
"Baltimore Orioles",2012,712,705
"Boston Red Sox",2012,734,806
"Chicago White Sox",2012,748,676
"Chicago Cubs",2012,613,759
"Cincinnati Reds",2012,669,588
"Cleveland Indians",2012,667,845
"Colorado Rockies",2012,758,890
"Detroit Tigers",2012,726,670
"Houston Astros",2012,583,794
"Kansas City Royals",2012,676,746
"Los Angeles Angels of Anaheim",2012,767,699
"Los Angeles Dodgers",2012,637,597
"Miami Marlins",2012,609,724
"Milwaukee Brewers",2012,776,733
"Minnesota Twins",2012,701,832
"New York Yankees",2012,804,668
"New York Mets",2012,650,709
"Oakland Athletics",2012,713,614
"Philadelphia Phillies",2012,684,680
"Pittsburgh Pirates",2012,651,674
"San Diego Padres",2012,651,710
"Seattle Mariners",2012,619,651
"San Francisco Giants",2012,718,649
"St. Louis Cardinals",2012,765,648
"Tampa Bay Rays",2012,697,577
"Texas Rangers",2012,808,707
"Toronto Blue Jays",2012,716,784
"Washington Nationals",2012,731,594
"Arizona Diamondbacks",2013,685,695
"Atlanta Braves",2013,688,548
"Baltimore Orioles",2013,745,709
"Boston Red Sox",2013,853,656
"Chicago White Sox",2013,598,723
"Chicago Cubs",2013,602,689
"Cincinnati Reds",2013,698,589
"Cleveland Indians",2013,745,662
"Colorado Rockies",2013,706,760
"Detroit Tigers",2013,796,624
"Houston Astros",2013,610,848
"Kansas City Royals",2013,648,601
"Los Angeles Angels of Anaheim",2013,733,737
"Los Angeles Dodgers",2013,649,582
"Miami Marlins",2013,513,646
"Milwaukee Brewers",2013,640,687
"Minnesota Twins",2013,614,788
"New York Yankees",2013,650,671
"New York Mets",2013,619,684
"Oakland Athletics",2013,767,625
"Philadelphia Phillies",2013,610,749
"Pittsburgh Pirates",2013,634,577
"San Diego Padres",2013,618,700
"Seattle Mariners",2013,624,754
"San Francisco Giants",2013,629,691
"St. Louis Cardinals",2013,783,596
"Tampa Bay Rays",2013,700,646
"Texas Rangers",2013,730,636
"Toronto Blue Jays",2013,712,756
"Washington Nationals",2013,656,626
"Arizona Diamondbacks",2014,615,742
"Atlanta Braves",2014,573,597
"Baltimore Orioles",2014,705,593
"Boston Red Sox",2014,634,715
"Chicago White Sox",2014,660,758
"Chicago Cubs",2014,614,707
"Cincinnati Reds",2014,595,612
"Cleveland Indians",2014,669,653
"Colorado Rockies",2014,755,818
"Detroit Tigers",2014,757,705
"Houston Astros",2014,629,723
"Kansas City Royals",2014,651,624
"Los Angeles Angels of Anaheim",2014,773,630
"Los Angeles Dodgers",2014,718,617
"Miami Marlins",2014,645,674
"Milwaukee Brewers",2014,650,657
"Minnesota Twins",2014,715,777
"New York Yankees",2014,633,664
"New York Mets",2014,629,618
"Oakland Athletics",2014,729,572
"Philadelphia Phillies",2014,619,687
"Pittsburgh Pirates",2014,682,631
"San Diego Padres",2014,535,577
"Seattle Mariners",2014,634,554
"San Francisco Giants",2014,665,614
"St. Louis Cardinals",2014,619,603
"Tampa Bay Rays",2014,612,625
"Texas Rangers",2014,637,773
"Toronto Blue Jays",2014,723,686
"Washington Nationals",2014,686,555
"Arizona Diamondbacks",2015,720,713
"Atlanta Braves",2015,573,760
"Baltimore Orioles",2015,713,693
"Boston Red Sox",2015,748,753
"Chicago White Sox",2015,622,701
"Chicago Cubs",2015,689,608
"Cincinnati Reds",2015,640,754
"Cleveland Indians",2015,669,640
"Colorado Rockies",2015,737,844
"Detroit Tigers",2015,689,803
"Houston Astros",2015,729,618
"Kansas City Royals",2015,724,641
"Los Angeles Angels of Anaheim",2015,661,675
"Los Angeles Dodgers",2015,667,595
"Miami Marlins",2015,613,678
"Milwaukee Brewers",2015,655,737
"Minnesota Twins",2015,696,700
"New York Yankees",2015,764,698
"New York Mets",2015,683,613
"Oakland Athletics",2015,694,729
"Philadelphia Phillies",2015,626,809
"Pittsburgh Pirates",2015,697,596
"San Diego Padres",2015,650,731
"Seattle Mariners",2015,656,726
"San Francisco Giants",2015,696,627
"St. Louis Cardinals",2015,647,525
"Tampa Bay Rays",2015,644,642
"Texas Rangers",2015,751,733
"Toronto Blue Jays",2015,891,670
"Washington Nationals",2015,703,635
"Arizona Diamondbacks",2016,752,890
"Atlanta Braves",2016,649,779
"Baltimore Orioles",2016,744,715
"Boston Red Sox",2016,878,694
"Chicago White Sox",2016,686,715
"Chicago Cubs",2016,808,556
"Cincinnati Reds",2016,716,854
"Cleveland Indians",2016,777,676
"Colorado Rockies",2016,845,860
"Detroit Tigers",2016,750,721
"Houston Astros",2016,724,701
"Kansas City Royals",2016,675,712
"Los Angeles Angels of Anaheim",2016,717,727
"Los Angeles Dodgers",2016,725,638
"Miami Marlins",2016,655,682
"Milwaukee Brewers",2016,671,733
"Minnesota Twins",2016,722,889
"New York Yankees",2016,680,702
"New York Mets",2016,671,617
"Oakland Athletics",2016,653,761
"Philadelphia Phillies",2016,610,796
"Pittsburgh Pirates",2016,729,758
"San Diego Padres",2016,686,770
"Seattle Mariners",2016,768,707
"San Francisco Giants",2016,715,631
"St. Louis Cardinals",2016,779,712
"Tampa Bay Rays",2016,672,713
"Texas Rangers",2016,765,757
"Toronto Blue Jays",2016,759,666
"Washington Nationals",2016,763,612
